id,n_layer,n_head,wd,layer,head,ood_acc,ood_acc_single_mean,delta_mean_single,delta_uniform_single,csv_ood_acc,sign_score,viol_score,head_type
zwaasut2,2,4,0.001,2,1,0.821,0.821,0.0,0.0,0.821,0.0,0.0,neither
zwaasut2,2,4,0.001,2,2,0.821,0.821,0.0,0.0,0.821,0.0,0.0,neither
zwaasut2,2,4,0.001,2,3,0.821,0.821,0.0,0.0,0.821,0.0,0.0,neither
zwaasut2,2,4,0.001,2,4,0.821,0.753,-0.06799999999999995,-0.08099999999999996,0.821,0.3230000138282776,0.677,neither
gzara73y,2,4,0.0,1,1,0.286,0.28,-0.00599999999999995,-0.004999999999999949,0.286,0.0140000004321336,0.013,neither
gzara73y,2,4,0.0,1,2,0.286,0.282,-0.0040000000000000036,-0.0040000000000000036,0.286,0.0120000001043081,0.006,neither
gzara73y,2,4,0.0,1,3,0.286,0.277,-0.008999999999999952,-0.007999999999999952,0.286,0.0020000000949949,0.014,neither
gzara73y,2,4,0.0,1,4,0.286,0.282,-0.0040000000000000036,-0.006999999999999951,0.286,0.0010000000474974,0.005,neither
gzara73y,2,4,0.0,2,1,0.286,0.284,-0.0020000000000000018,-0.0020000000000000018,0.286,0.0,0.252,neither
gzara73y,2,4,0.0,2,2,0.286,0.295,0.009000000000000008,0.014000000000000012,0.286,0.0780000016093254,0.023,neither
gzara73y,2,4,0.0,2,3,0.286,0.286,0.0,0.0010000000000000009,0.286,0.0340000018477439,0.051,neither
gzara73y,2,4,0.0,2,4,0.286,0.284,-0.0020000000000000018,-0.0020000000000000018,0.286,0.0179999992251396,0.074,neither
0qaca9kk,2,4,0.01,1,1,0.855,0.855,0.0,0.0,0.855,0.0020000000949949,0.0,neither
0qaca9kk,2,4,0.01,1,2,0.855,0.855,0.0,0.0,0.855,0.0089999996125698,0.0,neither
0qaca9kk,2,4,0.01,1,3,0.855,0.855,0.0,0.0,0.855,0.0,0.0,neither
0qaca9kk,2,4,0.01,1,4,0.855,0.855,0.0,0.0,0.855,0.025000000372529,0.0,neither
0qaca9kk,2,4,0.01,2,1,0.855,0.863,0.008000000000000007,0.0040000000000000036,0.855,0.488999992609024,0.51,neither
0qaca9kk,2,4,0.01,2,2,0.855,0.855,0.0,0.0,0.855,0.0,0.026,neither
0qaca9kk,2,4,0.01,2,3,0.855,0.855,0.0,0.0,0.855,0.0,0.0,neither
0qaca9kk,2,4,0.01,2,4,0.855,0.855,0.0,0.0,0.855,0.0,0.0,neither
rz84ka7a,2,4,0.001,1,1,0.801,0.802,0.0010000000000000009,0.0010000000000000009,0.801,0.0109999999403953,0.0,neither
rz84ka7a,2,4,0.001,1,2,0.801,0.802,0.0010000000000000009,0.0010000000000000009,0.801,0.0109999999403953,0.0,neither
rz84ka7a,2,4,0.001,1,3,0.801,0.802,0.0010000000000000009,0.0010000000000000009,0.801,0.0109999999403953,0.0,neither
rz84ka7a,2,4,0.001,1,4,0.801,0.803,0.0020000000000000018,0.0020000000000000018,0.801,0.0099999997764825,0.0,neither
rz84ka7a,2,4,0.001,2,1,0.801,0.801,0.0,0.0,0.801,0.0,0.0,neither
rz84ka7a,2,4,0.001,2,2,0.801,0.801,0.0,0.0,0.801,0.0,0.0,neither
rz84ka7a,2,4,0.001,2,3,0.801,0.801,0.0,0.0,0.801,0.0,0.0,neither
rz84ka7a,2,4,0.001,2,4,0.801,0.785,-0.016000000000000014,-0.026000000000000023,0.801,0.3959999978542328,0.603,neither
of9cgxs3,2,4,0.0,1,1,0.789,0.79,0.0010000000000000009,0.0030000000000000027,0.789,0.006000000052154,0.006,neither
of9cgxs3,2,4,0.0,1,2,0.789,0.789,0.0,0.0010000000000000009,0.789,0.0010000000474974,0.014,neither
of9cgxs3,2,4,0.0,1,3,0.789,0.79,0.0010000000000000009,0.0010000000000000009,0.789,0.0010000000474974,0.012,neither
of9cgxs3,2,4,0.0,1,4,0.789,0.792,0.0030000000000000027,0.0050000000000000044,0.789,0.0,0.003,neither
of9cgxs3,2,4,0.0,2,1,0.789,0.753,-0.03600000000000003,-0.039000000000000035,0.789,0.0020000000949949,0.444,neither
of9cgxs3,2,4,0.0,2,2,0.789,0.782,-0.007000000000000006,-0.007000000000000006,0.789,0.0020000000949949,0.466,neither
of9cgxs3,2,4,0.0,2,3,0.789,0.774,-0.015000000000000013,-0.02300000000000002,0.789,0.0020000000949949,0.455,neither
of9cgxs3,2,4,0.0,2,4,0.789,0.787,-0.0020000000000000018,-0.0030000000000000027,0.789,0.0010000000474974,0.495,neither
c0ypylka,2,4,0.01,1,1,0.768,0.769,0.0010000000000000009,0.0010000000000000009,0.768,0.0040000001899898,0.0,neither
c0ypylka,2,4,0.01,1,2,0.768,0.768,0.0,0.0,0.768,0.0040000001899898,0.0,neither
c0ypylka,2,4,0.01,1,3,0.768,0.768,0.0,0.0,0.768,0.0040000001899898,0.0,neither
c0ypylka,2,4,0.01,1,4,0.768,0.77,0.0020000000000000018,0.0020000000000000018,0.768,0.0040000001899898,0.0,neither
c0ypylka,2,4,0.01,2,1,0.768,0.768,0.0,0.0,0.768,0.0,0.0,neither
c0ypylka,2,4,0.01,2,2,0.768,0.85,0.08199999999999996,0.08499999999999996,0.768,0.9710000157356262,0.029,sign-matching
c0ypylka,2,4,0.01,2,3,0.768,0.768,0.0,0.0,0.768,0.0,0.0,neither
c0ypylka,2,4,0.01,2,4,0.768,0.768,0.0,0.0,0.768,0.0,0.0,neither
pvyk3bob,2,4,0.001,1,1,0.748,0.748,0.0,0.0,0.748,0.0020000000949949,0.0,neither
pvyk3bob,2,4,0.001,1,2,0.748,0.748,0.0,0.0,0.748,0.0010000000474974,0.009,neither
pvyk3bob,2,4,0.001,1,3,0.748,0.748,0.0,0.0,0.748,0.0179999992251396,0.008,neither
pvyk3bob,2,4,0.001,1,4,0.748,0.748,0.0,0.0,0.748,0.006000000052154,0.0,neither
pvyk3bob,2,4,0.001,2,1,0.748,0.748,0.0,0.0,0.748,0.0,0.0,neither
pvyk3bob,2,4,0.001,2,2,0.748,0.748,0.0,0.0,0.748,0.0,0.0,neither
pvyk3bob,2,4,0.001,2,3,0.748,0.748,0.0,0.0,0.748,0.0,0.0,neither
pvyk3bob,2,4,0.001,2,4,0.748,0.924,0.17600000000000005,0.18200000000000005,0.748,0.6510000228881836,0.0,neither
7jnorors,2,4,0.0,1,1,0.678,0.675,-0.0030000000000000027,-0.0020000000000000018,0.678,0.0,0.02,neither
7jnorors,2,4,0.0,1,2,0.678,0.668,-0.010000000000000009,-0.009000000000000008,0.678,0.0020000000949949,0.028,neither
7jnorors,2,4,0.0,1,3,0.678,0.67,-0.008000000000000007,-0.010000000000000009,0.678,0.0,0.001,neither
7jnorors,2,4,0.0,1,4,0.678,0.664,-0.014000000000000012,-0.014000000000000012,0.678,0.0,0.027,neither
7jnorors,2,4,0.0,2,1,0.678,0.641,-0.03700000000000003,-0.038000000000000034,0.678,0.0070000002160668,0.937,violation-detecting
7jnorors,2,4,0.0,2,2,0.678,0.647,-0.031000000000000028,-0.03400000000000003,0.678,0.0040000001899898,0.881,violation-detecting
7jnorors,2,4,0.0,2,3,0.678,0.63,-0.04800000000000004,-0.04800000000000004,0.678,0.0,0.932,violation-detecting
7jnorors,2,4,0.0,2,4,0.678,0.678,0.0,0.0,0.678,0.3009999990463257,0.171,neither
ewyuiqhq,2,4,0.01,1,1,0.905,0.905,0.0,0.0,0.905,0.0,0.0,neither
ewyuiqhq,2,4,0.01,1,2,0.905,0.905,0.0,0.0,0.905,0.0,0.0,neither
ewyuiqhq,2,4,0.01,1,3,0.905,0.905,0.0,0.0,0.905,0.0,0.0,neither
ewyuiqhq,2,4,0.01,1,4,0.905,0.905,0.0,0.0,0.905,0.0,0.0,neither
ewyuiqhq,2,4,0.01,2,1,0.905,0.905,0.0,0.0,0.905,0.0,0.0,neither
ewyuiqhq,2,4,0.01,2,2,0.905,0.905,0.0,0.0,0.905,0.0,0.0,neither
ewyuiqhq,2,4,0.01,2,3,0.905,0.905,0.0,0.0,0.905,0.0,0.0,neither
ewyuiqhq,2,4,0.01,2,4,0.905,0.905,0.0,0.0,0.905,0.0,0.0,neither
agial5is,2,4,0.001,1,1,0.761,0.761,0.0,0.0,0.761,0.0160000007599592,0.0,neither
agial5is,2,4,0.001,1,2,0.761,0.761,0.0,0.0,0.761,0.0070000002160668,0.0,neither
agial5is,2,4,0.001,1,3,0.761,0.761,0.0,0.0,0.761,0.0170000009238719,0.0,neither
agial5is,2,4,0.001,1,4,0.761,0.761,0.0,0.0,0.761,0.0,0.009,neither
agial5is,2,4,0.001,2,1,0.761,0.742,-0.019000000000000017,-0.027000000000000024,0.761,0.4659999907016754,0.534,neither
agial5is,2,4,0.001,2,2,0.761,0.761,0.0,0.0,0.761,0.0,0.0,neither
agial5is,2,4,0.001,2,3,0.761,0.761,0.0,0.0,0.761,0.0,0.0,neither
agial5is,2,4,0.001,2,4,0.761,0.761,0.0,0.0,0.761,0.0,0.0,neither
emz8aert,2,4,0.0,1,1,0.7,0.687,-0.0129999999999999,-0.013999999999999901,0.7,0.0070000002160668,0.021,neither
emz8aert,2,4,0.0,1,2,0.7,0.687,-0.0129999999999999,-0.0129999999999999,0.7,0.0160000007599592,0.01,neither
emz8aert,2,4,0.0,1,3,0.7,0.717,0.017000000000000015,0.016000000000000014,0.7,0.0219999998807907,0.0,neither
emz8aert,2,4,0.0,1,4,0.7,0.723,0.02300000000000002,0.025000000000000022,0.7,0.0109999999403953,0.01,neither
emz8aert,2,4,0.0,2,1,0.7,0.762,0.062000000000000055,0.052000000000000046,0.7,0.9240000247955322,0.0,sign-matching
emz8aert,2,4,0.0,2,2,0.7,0.671,-0.028999999999999915,-0.03799999999999992,0.7,0.0839999988675117,0.662,neither
emz8aert,2,4,0.0,2,3,0.7,0.659,-0.040999999999999925,-0.04899999999999993,0.7,0.0189999993890523,0.821,violation-detecting
emz8aert,2,4,0.0,2,4,0.7,0.67,-0.029999999999999916,-0.03199999999999992,0.7,0.0219999998807907,0.728,neither
5r5euj2m,2,4,0.01,1,1,0.896,0.896,0.0,0.0,0.896,0.0,0.0,neither
5r5euj2m,2,4,0.01,1,2,0.896,0.896,0.0,0.0,0.896,0.0,0.0,neither
5r5euj2m,2,4,0.01,1,3,0.896,0.896,0.0,0.0,0.896,0.0,0.0,neither
5r5euj2m,2,4,0.01,1,4,0.896,0.896,0.0,0.0,0.896,0.0,0.0,neither
5r5euj2m,2,4,0.01,2,1,0.896,0.927,0.031000000000000028,0.03200000000000003,0.896,1.0,0.0,sign-matching
5r5euj2m,2,4,0.01,2,2,0.896,0.896,0.0,0.0,0.896,0.0,0.0,neither
5r5euj2m,2,4,0.01,2,3,0.896,0.896,0.0,0.0,0.896,0.0,0.0,neither
5r5euj2m,2,4,0.01,2,4,0.896,0.896,0.0,0.0,0.896,0.0,0.0,neither
7u9nx9am,2,4,0.001,1,1,0.815,0.816,0.0010000000000000009,0.0010000000000000009,0.815,0.0610000006854534,0.0,neither
7u9nx9am,2,4,0.001,1,2,0.815,0.819,0.0040000000000000036,0.0040000000000000036,0.815,0.0260000005364418,0.0,neither
7u9nx9am,2,4,0.001,1,3,0.815,0.819,0.0040000000000000036,0.0040000000000000036,0.815,0.0240000002086162,0.0,neither
7u9nx9am,2,4,0.001,1,4,0.815,0.818,0.0030000000000000027,0.0030000000000000027,0.815,0.032999999821186,0.0,neither
7u9nx9am,2,4,0.001,2,1,0.815,0.748,-0.06699999999999995,-0.09599999999999997,0.815,0.2300000041723251,0.77,neither
7u9nx9am,2,4,0.001,2,2,0.815,0.815,0.0,0.0,0.815,0.0,0.0,neither
7u9nx9am,2,4,0.001,2,3,0.815,0.815,0.0,0.0,0.815,0.0,0.0,neither
7u9nx9am,2,4,0.001,2,4,0.815,0.815,0.0,0.0,0.815,0.0,0.0,neither
cv711ni1,2,4,0.0,1,1,0.819,0.819,0.0,0.0,0.819,0.0199999995529651,0.004,neither
cv711ni1,2,4,0.0,1,2,0.819,0.822,0.0030000000000000027,0.006000000000000005,0.819,0.0340000018477439,0.0,neither
cv711ni1,2,4,0.0,1,3,0.819,0.822,0.0030000000000000027,0.0020000000000000018,0.819,0.0199999995529651,0.001,neither
cv711ni1,2,4,0.0,1,4,0.819,0.818,-0.0010000000000000009,0.0020000000000000018,0.819,0.0120000001043081,0.0,neither
cv711ni1,2,4,0.0,2,1,0.819,0.801,-0.017999999999999905,-0.02299999999999991,0.819,0.1840000003576278,0.462,neither
cv711ni1,2,4,0.0,2,2,0.819,0.806,-0.0129999999999999,-0.013999999999999901,0.819,0.0049999998882412,0.707,neither
cv711ni1,2,4,0.0,2,3,0.819,0.782,-0.03699999999999992,-0.039999999999999925,0.819,0.0,0.697,neither
cv711ni1,2,4,0.0,2,4,0.819,0.804,-0.014999999999999902,-0.016999999999999904,0.819,0.0109999999403953,0.668,neither
b5d5gn34,2,4,0.01,1,1,0.859,0.859,0.0,0.0,0.859,0.0,0.0,neither
b5d5gn34,2,4,0.01,1,2,0.859,0.859,0.0,0.0,0.859,0.0,0.0,neither
b5d5gn34,2,4,0.01,1,3,0.859,0.859,0.0,0.0,0.859,0.0,0.0,neither
b5d5gn34,2,4,0.01,1,4,0.859,0.859,0.0,0.0,0.859,0.0,0.0,neither
b5d5gn34,2,4,0.01,2,1,0.859,0.935,0.07600000000000007,0.07600000000000007,0.859,0.9940000176429749,0.001,sign-matching
b5d5gn34,2,4,0.01,2,2,0.859,0.859,0.0,0.0,0.859,0.0,0.0,neither
b5d5gn34,2,4,0.01,2,3,0.859,0.859,0.0,0.0,0.859,0.0,0.0,neither
b5d5gn34,2,4,0.01,2,4,0.859,0.859,0.0,0.0,0.859,0.0,0.0,neither
428u5csv,2,4,0.001,1,1,0.676,0.676,0.0,0.0,0.676,0.0,0.003,neither
428u5csv,2,4,0.001,1,2,0.676,0.676,0.0,0.0,0.676,0.0,0.001,neither
428u5csv,2,4,0.001,1,3,0.676,0.676,0.0,0.0,0.676,0.0,0.0,neither
428u5csv,2,4,0.001,1,4,0.676,0.676,0.0,0.0,0.676,0.0,0.003,neither
428u5csv,2,4,0.001,2,1,0.676,0.897,0.22099999999999997,0.22599999999999998,0.676,0.977999985218048,0.0,sign-matching
428u5csv,2,4,0.001,2,2,0.676,0.676,0.0,0.0,0.676,0.0,0.0,neither
428u5csv,2,4,0.001,2,3,0.676,0.676,0.0,0.0,0.676,0.0,0.0,neither
428u5csv,2,4,0.001,2,4,0.676,0.676,0.0,0.0,0.676,0.0,0.0,neither
ca3jigah,2,4,0.0,1,1,0.482,0.44,-0.04199999999999998,-0.043999999999999984,0.482,0.0120000001043081,0.0,neither
ca3jigah,2,4,0.0,1,2,0.482,0.439,-0.04299999999999998,-0.045999999999999985,0.482,0.0070000002160668,0.0,neither
ca3jigah,2,4,0.0,1,3,0.482,0.455,-0.02699999999999997,-0.025999999999999968,0.482,0.0070000002160668,0.0,neither
ca3jigah,2,4,0.0,1,4,0.482,0.442,-0.03999999999999998,-0.04099999999999998,0.482,0.006000000052154,0.0,neither
ca3jigah,2,4,0.0,2,1,0.482,0.484,0.0020000000000000018,0.0010000000000000009,0.482,0.2639999985694885,0.01,neither
ca3jigah,2,4,0.0,2,2,0.482,0.49,0.008000000000000007,0.007000000000000006,0.482,0.0320000015199184,0.014,neither
ca3jigah,2,4,0.0,2,3,0.482,0.502,0.020000000000000018,0.020000000000000018,0.482,0.0949999988079071,0.012,neither
ca3jigah,2,4,0.0,2,4,0.482,0.493,0.01100000000000001,0.01100000000000001,0.482,0.1040000021457672,0.0,neither
ezzq42e8,2,4,0.01,1,1,0.869,0.869,0.0,0.0,0.869,0.003000000026077,0.0,neither
ezzq42e8,2,4,0.01,1,2,0.869,0.869,0.0,0.0,0.869,0.0170000009238719,0.0,neither
ezzq42e8,2,4,0.01,1,3,0.869,0.869,0.0,0.0,0.869,0.0160000007599592,0.0,neither
ezzq42e8,2,4,0.01,1,4,0.869,0.869,0.0,0.0,0.869,0.0020000000949949,0.0,neither
ezzq42e8,2,4,0.01,2,1,0.869,0.869,0.0,0.0,0.869,0.0,0.0,neither
ezzq42e8,2,4,0.01,2,2,0.869,0.869,0.0,0.0,0.869,0.0,0.0,neither
ezzq42e8,2,4,0.01,2,3,0.869,0.869,0.0,0.0,0.869,0.7139999866485596,0.272,neither
ezzq42e8,2,4,0.01,2,4,0.869,0.869,0.0,0.0,0.869,0.0,0.0,neither
hop7cqrl,2,4,0.001,1,1,0.856,0.856,0.0,0.0,0.856,0.0179999992251396,0.0,neither
hop7cqrl,2,4,0.001,1,2,0.856,0.856,0.0,0.0,0.856,0.0160000007599592,0.0,neither
hop7cqrl,2,4,0.001,1,3,0.856,0.856,0.0,0.0,0.856,0.0160000007599592,0.0,neither
hop7cqrl,2,4,0.001,1,4,0.856,0.856,0.0,0.0,0.856,0.0179999992251396,0.0,neither
hop7cqrl,2,4,0.001,2,1,0.856,0.856,0.0,0.0,0.856,0.0,0.0,neither
hop7cqrl,2,4,0.001,2,2,0.856,0.856,0.0,0.0,0.856,0.0,0.0,neither
hop7cqrl,2,4,0.001,2,3,0.856,0.9,0.04400000000000004,0.03400000000000003,0.856,0.8510000109672546,0.138,sign-matching
hop7cqrl,2,4,0.001,2,4,0.856,0.856,0.0,0.0,0.856,0.0,0.0,neither
kru9uv6f,2,4,0.0,1,1,0.613,0.614,0.0010000000000000009,0.0020000000000000018,0.613,0.006000000052154,0.005,neither
kru9uv6f,2,4,0.0,1,2,0.613,0.611,-0.0020000000000000018,0.0,0.613,0.0230000000447034,0.008,neither
kru9uv6f,2,4,0.0,1,3,0.613,0.61,-0.0030000000000000027,-0.0030000000000000027,0.613,0.0149999996647238,0.007,neither
kru9uv6f,2,4,0.0,1,4,0.613,0.62,0.007000000000000006,0.007000000000000006,0.613,0.0219999998807907,0.003,neither
kru9uv6f,2,4,0.0,2,1,0.613,0.58,-0.03300000000000003,-0.03700000000000003,0.613,0.0,0.438,neither
kru9uv6f,2,4,0.0,2,2,0.613,0.573,-0.040000000000000036,-0.04200000000000004,0.613,0.0,0.479,neither
kru9uv6f,2,4,0.0,2,3,0.613,0.552,-0.06099999999999994,-0.061999999999999944,0.613,0.0,0.626,neither
kru9uv6f,2,4,0.0,2,4,0.613,0.601,-0.01200000000000001,-0.01100000000000001,0.613,0.0010000000474974,0.207,neither
li2shwbr,2,4,0.01,1,1,0.9,0.9,0.0,0.0,0.9,0.0,0.0,neither
li2shwbr,2,4,0.01,1,2,0.9,0.9,0.0,0.0,0.9,0.0,0.0,neither
li2shwbr,2,4,0.01,1,3,0.9,0.9,0.0,0.0,0.9,0.0,0.0,neither
li2shwbr,2,4,0.01,1,4,0.9,0.9,0.0,0.0,0.9,0.0,0.0,neither
li2shwbr,2,4,0.01,2,1,0.9,0.9,0.0,0.0,0.9,0.0,0.0,neither
li2shwbr,2,4,0.01,2,2,0.9,0.94,0.039999999999999925,0.040999999999999925,0.9,1.0,0.0,sign-matching
li2shwbr,2,4,0.01,2,3,0.9,0.9,0.0,0.0,0.9,0.0,0.0,neither
li2shwbr,2,4,0.01,2,4,0.9,0.9,0.0,0.0,0.9,0.0,0.0,neither
ocg2mtkz,2,4,0.001,1,1,0.795,0.795,0.0,0.0,0.795,0.0,0.015,neither
ocg2mtkz,2,4,0.001,1,2,0.795,0.795,0.0,0.0,0.795,0.0,0.015,neither
ocg2mtkz,2,4,0.001,1,3,0.795,0.795,0.0,0.0,0.795,0.0,0.016,neither
ocg2mtkz,2,4,0.001,1,4,0.795,0.795,0.0,0.0,0.795,0.0,0.011,neither
ocg2mtkz,2,4,0.001,2,1,0.795,0.795,0.0,0.0,0.795,0.0,0.0,neither
ocg2mtkz,2,4,0.001,2,2,0.795,0.855,0.05999999999999994,0.04899999999999993,0.795,0.8320000171661377,0.168,sign-matching
ocg2mtkz,2,4,0.001,2,3,0.795,0.795,0.0,0.0,0.795,0.0,0.0,neither
ocg2mtkz,2,4,0.001,2,4,0.795,0.795,0.0,0.0,0.795,0.0,0.0,neither
uc0trokp,2,4,0.0,1,1,0.728,0.724,-0.0040000000000000036,-0.0040000000000000036,0.728,0.0040000001899898,0.028,neither
uc0trokp,2,4,0.0,1,2,0.728,0.73,0.0020000000000000018,0.0010000000000000009,0.728,0.0010000000474974,0.002,neither
uc0trokp,2,4,0.0,1,3,0.728,0.726,-0.0020000000000000018,-0.0050000000000000044,0.728,0.0,0.025,neither
uc0trokp,2,4,0.0,1,4,0.728,0.724,-0.0040000000000000036,-0.006000000000000005,0.728,0.006000000052154,0.013,neither
uc0trokp,2,4,0.0,2,1,0.728,0.657,-0.07099999999999995,-0.07499999999999996,0.728,0.0,0.911,violation-detecting
uc0trokp,2,4,0.0,2,2,0.728,0.646,-0.08199999999999996,-0.09199999999999997,0.728,0.0020000000949949,0.973,violation-detecting
uc0trokp,2,4,0.0,2,3,0.728,0.612,-0.11599999999999999,-0.123,0.728,0.0,0.975,violation-detecting
uc0trokp,2,4,0.0,2,4,0.728,0.639,-0.08899999999999997,-0.09099999999999997,0.728,0.0,0.92,violation-detecting
tksjh9u8,2,4,0.01,1,1,0.892,0.892,0.0,0.0,0.892,0.0,0.0,neither
tksjh9u8,2,4,0.01,1,2,0.892,0.892,0.0,0.0,0.892,0.0,0.0,neither
tksjh9u8,2,4,0.01,1,3,0.892,0.892,0.0,0.0,0.892,0.0,0.0,neither
tksjh9u8,2,4,0.01,1,4,0.892,0.892,0.0,0.0,0.892,0.0040000001899898,0.0,neither
tksjh9u8,2,4,0.01,2,1,0.892,0.892,0.0,0.0,0.892,0.0,0.0,neither
tksjh9u8,2,4,0.01,2,2,0.892,0.892,0.0,0.0,0.892,0.5249999761581421,0.048,neither
tksjh9u8,2,4,0.01,2,3,0.892,0.892,0.0,0.0,0.892,0.0,0.0,neither
tksjh9u8,2,4,0.01,2,4,0.892,0.892,0.0,0.0,0.892,0.0,0.0,neither
6j2efnzx,2,4,0.001,1,1,0.842,0.842,0.0,0.0,0.842,0.0010000000474974,0.0,neither
6j2efnzx,2,4,0.001,1,2,0.842,0.842,0.0,0.0,0.842,0.0,0.0,neither
6j2efnzx,2,4,0.001,1,3,0.842,0.842,0.0,0.0,0.842,0.0010000000474974,0.0,neither
6j2efnzx,2,4,0.001,1,4,0.842,0.842,0.0,0.0,0.842,0.0010000000474974,0.0,neither
6j2efnzx,2,4,0.001,2,1,0.842,0.842,0.0,0.0,0.842,0.0,0.0,neither
6j2efnzx,2,4,0.001,2,2,0.842,0.942,0.09999999999999998,0.09799999999999998,0.842,0.8920000195503235,0.0,sign-matching
6j2efnzx,2,4,0.001,2,3,0.842,0.842,0.0,0.0,0.842,0.0,0.0,neither
6j2efnzx,2,4,0.001,2,4,0.842,0.842,0.0,0.0,0.842,0.0,0.0,neither
vme15csv,2,4,0.0,1,1,0.717,0.713,-0.0040000000000000036,0.0,0.717,0.0299999993294477,0.0,neither
vme15csv,2,4,0.0,1,2,0.717,0.721,0.0040000000000000036,0.0040000000000000036,0.717,0.0219999998807907,0.0,neither
vme15csv,2,4,0.0,1,3,0.717,0.714,-0.0030000000000000027,-0.0050000000000000044,0.717,0.0230000000447034,0.001,neither
vme15csv,2,4,0.0,1,4,0.717,0.715,-0.0020000000000000018,0.0020000000000000018,0.717,0.0309999994933605,0.0,neither
vme15csv,2,4,0.0,2,1,0.717,0.71,-0.007000000000000006,-0.009000000000000008,0.717,0.0,0.879,violation-detecting
vme15csv,2,4,0.0,2,2,0.717,0.657,-0.05999999999999994,-0.061999999999999944,0.717,0.0,0.987,violation-detecting
vme15csv,2,4,0.0,2,3,0.717,0.677,-0.039999999999999925,-0.052999999999999936,0.717,0.0,0.924,violation-detecting
vme15csv,2,4,0.0,2,4,0.717,0.696,-0.02100000000000002,-0.03199999999999992,0.717,0.0,0.901,violation-detecting
tcxyepce,2,4,0.01,1,1,0.874,0.874,0.0,0.0,0.874,0.0,0.0,neither
tcxyepce,2,4,0.01,1,2,0.874,0.874,0.0,0.0,0.874,0.0,0.0,neither
tcxyepce,2,4,0.01,1,3,0.874,0.874,0.0,0.0,0.874,0.0,0.0,neither
tcxyepce,2,4,0.01,1,4,0.874,0.874,0.0,0.0,0.874,0.0,0.0,neither
tcxyepce,2,4,0.01,2,1,0.874,0.874,0.0,0.0,0.874,0.0,0.0,neither
tcxyepce,2,4,0.01,2,2,0.874,0.874,0.0,0.0,0.874,0.0,0.0,neither
tcxyepce,2,4,0.01,2,3,0.874,0.909,0.03500000000000003,0.038000000000000034,0.874,0.9890000224113464,0.011,sign-matching
tcxyepce,2,4,0.01,2,4,0.874,0.874,0.0,0.0,0.874,0.0,0.0,neither
dsibxabs,2,4,0.001,1,1,0.793,0.793,0.0,0.0,0.793,0.0089999996125698,0.0,neither
dsibxabs,2,4,0.001,1,2,0.793,0.793,0.0,0.0,0.793,0.0099999997764825,0.0,neither
dsibxabs,2,4,0.001,1,3,0.793,0.793,0.0,0.0,0.793,0.003000000026077,0.0,neither
dsibxabs,2,4,0.001,1,4,0.793,0.793,0.0,0.0,0.793,0.0099999997764825,0.0,neither
dsibxabs,2,4,0.001,2,1,0.793,0.793,0.0,0.0,0.793,0.0,0.0,neither
dsibxabs,2,4,0.001,2,2,0.793,0.793,0.0,0.0,0.793,0.0,0.0,neither
dsibxabs,2,4,0.001,2,3,0.793,0.793,0.0,0.0,0.793,0.0,0.0,neither
dsibxabs,2,4,0.001,2,4,0.793,0.897,0.10399999999999998,0.10299999999999998,0.793,0.9760000109672546,0.001,sign-matching
u7u1v3qn,2,4,0.0,1,1,0.08,0.104,0.023999999999999994,0.025999999999999995,0.08,0.0010000000474974,0.014,neither
u7u1v3qn,2,4,0.0,1,2,0.08,0.123,0.043,0.044,0.08,0.0010000000474974,0.009,neither
u7u1v3qn,2,4,0.0,1,3,0.08,0.1,0.020000000000000004,0.024999999999999994,0.08,0.0080000003799796,0.008,neither
u7u1v3qn,2,4,0.0,1,4,0.08,0.104,0.023999999999999994,0.027999999999999997,0.08,0.0,0.02,neither
u7u1v3qn,2,4,0.0,2,1,0.08,0.081,0.0010000000000000009,-0.0010000000000000009,0.08,0.0240000002086162,0.027,neither
u7u1v3qn,2,4,0.0,2,2,0.08,0.081,0.0010000000000000009,-0.0030000000000000027,0.08,0.0099999997764825,0.232,neither
u7u1v3qn,2,4,0.0,2,3,0.08,0.089,0.008999999999999994,0.008999999999999994,0.08,0.0649999976158142,0.007,neither
u7u1v3qn,2,4,0.0,2,4,0.08,0.088,0.007999999999999993,0.0059999999999999915,0.08,0.0570000000298023,0.011,neither
1teq3gul,2,4,0.01,1,1,0.86,0.86,0.0,0.0,0.86,0.0,0.0,neither
1teq3gul,2,4,0.01,1,2,0.86,0.86,0.0,0.0,0.86,0.0,0.0,neither
1teq3gul,2,4,0.01,1,3,0.86,0.86,0.0,0.0,0.86,0.0,0.0,neither
1teq3gul,2,4,0.01,1,4,0.86,0.86,0.0,0.0,0.86,0.0,0.0,neither
1teq3gul,2,4,0.01,2,1,0.86,0.86,0.0,0.0,0.86,0.0,0.0,neither
1teq3gul,2,4,0.01,2,2,0.86,0.86,0.0,0.0,0.86,0.0,0.0,neither
1teq3gul,2,4,0.01,2,3,0.86,0.953,0.09299999999999997,0.09399999999999997,0.86,0.9459999799728394,0.0,sign-matching
1teq3gul,2,4,0.01,2,4,0.86,0.86,0.0,0.0,0.86,0.0,0.0,neither
1st4qedq,2,4,0.001,1,1,0.914,0.914,0.0,0.0,0.914,0.0,0.06,neither
1st4qedq,2,4,0.001,1,2,0.914,0.914,0.0,0.0,0.914,0.0,0.009,neither
1st4qedq,2,4,0.001,1,3,0.914,0.914,0.0,0.0,0.914,0.0,0.003,neither
